2016/06/16 2077.9900
2016/06/17 2071.2200
2016/06/20 2083.2500
2016/06/21 2088.9000
2016/06/22 2085.4500
2016/06/23 2113.3200
2016/06/24 2037.4100
2016/06/27 2000.5400
2016/06/28 2036.0900
2016/06/29 2070.7700
2016/06/30 2098.8600
2016/07/01 2102.9500
2016/07/05 2088.5500
2016/07/06 2099.7300
2016/07/07 2097.9000
2016/07/08 2129.9000
2016/07/11 2137.1600
2016/07/12 2152.1400
2016/07/13 2152.4300
2016/07/14 2163.7500
2016/07/15 2161.7400
2016/07/18 2166.8900
2016/07/19 2163.7800
2016/07/20 2173.0200
2016/07/21 2165.1700
2016/07/22 2175.0300
2016/07/25 2168.4800
2016/07/26 2169.1800
2016/07/27 2166.5800
2016/07/28 2170.0600
2016/07/29 2173.6000
2016/08/01 2170.8400
2016/08/02 2157.0300
2016/08/03 2163.7900
2016/08/04 2164.2500
2016/08/05 2182.8700
2016/08/08 2180.8900
2016/08/09 2181.7400
2016/08/10 2175.4900
2016/08/11 2185.7900
2016/08/12 2184.0500
2016/08/15 2190.1500
2016/08/16 2178.1500
2016/08/17 2182.2200
2016/08/18 2187.0200
2016/08/19 2183.8700
2016/08/22 2182.6400
2016/08/23 2186.9000
2016/08/24 2175.4400
2016/08/25 2172.4700
2016/08/26 2169.0400
2016/08/29 2180.3800
2016/08/30 2176.1200
2016/08/31 2170.9500
2016/09/01 2170.8600
2016/09/02 2179.9800
2016/09/06 2186.4800
2016/09/07 2186.1600
2016/09/08 2181.3000
2016/09/09 2127.8100
2016/09/12 2159.0400
2016/09/13 2127.0200
2016/09/14 2125.7700
2016/09/15 2147.2600
2016/09/16 2139.1600
2016/09/19 2139.1200
2016/09/20 2139.7600
2016/09/21 2163.1200
2016/09/22 2177.1800
2016/09/23 2164.6900
2016/09/26 2146.1000
2016/09/27 2159.9300
2016/09/28 2171.3700
2016/09/29 2151.1300
2016/09/30 2168.2700
2016/10/03 2161.2000
2016/10/04 2150.4900
2016/10/05 2159.7300
2016/10/06 2160.7700
2016/10/07 2153.7400
2016/10/10 2163.6600
2016/10/11 2136.7300
2016/10/12 2139.1800
2016/10/13 2132.5500
2016/10/14 2132.9800
2016/10/17 2126.5000
2016/10/18 2139.6000
2016/10/19 2144.2900
2016/10/20 2141.3400
2016/10/21 2141.1600
2016/10/24 2151.3300
2016/10/25 2143.1600
2016/10/26 2139.4300
2016/10/27 2133.0400
2016/10/28 2126.4100
2016/10/31 2126.1500
2016/11/01 2111.7200
2016/11/02 2097.9400
2016/11/03 2088.6600
2016/11/04 2085.1800
2016/11/07 2131.5200
2016/11/08 2139.5600
2016/11/09 2163.2600
2016/11/10 2167.4800
2016/11/11 2164.4500
2016/11/14 2164.2000
2016/11/15 2180.3900
2016/11/16 2176.9400
2016/11/17 2187.1200
2016/11/18 2181.9000
2016/11/21 2198.1800
2016/11/22 2202.9400
2016/11/23 2204.7200
2016/11/25 2213.3500
2016/11/28 2201.7200
2016/11/29 2204.6600
2016/11/30 2198.8100
2016/12/01 2191.0800
2016/12/02 2191.9500
2016/12/05 2204.7100
2016/12/06 2212.2300
2016/12/07 2241.3500
2016/12/08 2246.1900
2016/12/09 2259.5300
2016/12/12 2256.9600
2016/12/13 2271.7200
2016/12/14 2253.2800
2016/12/15 2262.0300
2016/12/16 2258.0700
2016/12/19 2262.5300
2016/12/20 2270.7600
2016/12/21 2265.1800
2016/12/22 2260.9600
2016/12/23 2263.7900
2016/12/27 2268.8800
2016/12/28 2249.9200
2016/12/29 2249.2600
2016/12/30 2238.8300
2017/01/03 2257.8300
2017/01/04 2270.7500
2017/01/05 2269.0000
2017/01/06 2276.9800
2017/01/09 2268.9000
2017/01/10 2268.9000
2017/01/11 2275.3200
2017/01/12 2270.4400
2017/01/13 2274.6400
2017/01/17 2267.8900
2017/01/18 2271.8900
2017/01/19 2263.6900
2017/01/20 2271.3100
2017/01/23 2265.2000
2017/01/24 2280.0700
2017/01/25 2298.3700
2017/01/26 2296.6800
2017/01/27 2294.6900
2017/01/30 2280.9000
2017/01/31 2278.8700
2017/02/01 2279.5500
2017/02/02 2280.8500
2017/02/03 2297.4200
2017/02/06 2292.5600
2017/02/07 2293.0800
2017/02/08 2294.6700
2017/02/09 2307.8700
2017/02/10 2316.1000
2017/02/13 2328.2500
2017/02/14 2337.5800
2017/02/15 2349.2500
2017/02/16 2347.2200
2017/02/17 2351.1600
2017/02/21 2365.3800
2017/02/22 2362.8200
2017/02/23 2363.8100
2017/02/24 2367.3400
2017/02/27 2369.7500
2017/02/28 2363.6400
2017/03/01 2395.9600
2017/03/02 2381.9200
2017/03/03 2383.1200
2017/03/06 2375.3100
2017/03/07 2368.3900
2017/03/08 2362.9800
2017/03/09 2364.8700
2017/03/10 2372.6000
2017/03/13 2373.4700
2017/03/14 2365.4500
2017/03/15 2385.2600
2017/03/16 2381.3800
2017/03/17 2378.2500
2017/03/20 2373.4700
2017/03/21 2344.0200
2017/03/22 2348.4500
2017/03/23 2345.9600
2017/03/24 2343.9800
2017/03/27 2341.5900
2017/03/28 2358.5700
2017/03/29 2361.1300
2017/03/30 2368.0600
2017/03/31 2362.7200
2017/04/03 2358.8400
2017/04/04 2360.1600
2017/04/05 2352.9500
2017/04/06 2357.4900
2017/04/07 2355.5400
2017/04/10 2357.1600
2017/04/11 2353.7800
2017/04/12 2344.9300
2017/04/13 2328.9500
2017/04/17 2349.0100
2017/04/18 2342.1900
2017/04/19 2338.1700
2017/04/20 2355.8400
2017/04/21 2348.6900
2017/04/24 2374.1500
2017/04/25 2388.6100
2017/04/26 2387.4500
2017/04/27 2388.7700
2017/04/28 2384.2000
2017/05/01 2388.3300
2017/05/02 2391.1700
2017/05/03 2388.1300
2017/05/04 2389.5200
2017/05/05 2399.2900
2017/05/08 2399.3800
2017/05/09 2396.9200
2017/05/10 2399.6300
2017/05/11 2394.4400
2017/05/12 2390.9000
2017/05/15 2402.3200
2017/05/16 2400.6700
2017/05/17 2357.0300
2017/05/18 2365.7200
2017/05/19 2381.7300
2017/05/22 2394.0200
2017/05/23 2398.4200
2017/05/24 2404.3900
2017/05/25 2415.0700
2017/05/26 2415.8200
2017/05/30 2412.9100
2017/05/31 2411.8000
2017/06/01 2430.0600
2017/06/02 2439.0700
2017/06/05 2436.1000
2017/06/06 2429.3300
2017/06/07 2433.1400
2017/06/08 2433.7900
2017/06/09 2431.7700
2017/06/12 2429.3900
2017/06/13 2440.3500
2017/06/14 2437.9200
2017/06/15 2432.4600
2017/06/16 2433.1500
2017/06/19 2453.4600
2017/06/20 2437.0300
2017/06/21 2435.6100
2017/06/22 2434.5000
2017/06/23 2438.3000
2017/06/26 2439.0700
2017/06/27 2419.3800
2017/06/28 2440.6900
2017/06/29 2419.7000
2017/06/30 2423.4100
2017/07/03 2429.0100
2017/07/05 2432.5400
2017/07/06 2409.7500
2017/07/07 2425.1800
2017/07/10 2427.4300
2017/07/11 2425.5300
2017/07/12 2443.2500
2017/07/13 2447.8300
2017/07/14 2459.2700
2017/07/17 2459.1400
2017/07/18 2460.6100
2017/07/19 2473.8300
2017/07/20 2473.4500
2017/07/21 2472.5400
2017/07/24 2469.9100
2017/07/25 2477.1300
2017/07/26 2477.8300
2017/07/27 2475.4200
2017/07/28 2472.1000
2017/07/31 2470.3000
2017/08/01 2476.3500
2017/08/02 2477.5700
2017/08/03 2472.1600
2017/08/04 2476.8300
2017/08/07 2480.9100
2017/08/08 2474.9200
2017/08/09 2474.0200
2017/08/10 2438.2100
